曾順良,第16屆臺南市議員擬參選人曾順良政治獻金專戶,http://sunshine.cy.gov.tw/GipOpenWeb/wSite/public/upload/Collection_Accounting/640/09418068801.doc
莊乃慧,第16屆臺中市議員擬參選人莊乃慧政治獻金專戶,http://sunshine.cy.gov.tw/GipOpenWeb/wSite/public/upload/Collection_Accounting/631/09418068811.doc
黃耀煌,第16屆雲林縣議員擬參選人黃耀煌政治獻金專戶,http://sunshine.cy.gov.tw/GipOpenWeb/wSite/public/upload/Collection_Accounting/638/09418068821.doc
林永鴻,第16屆南投縣議員擬參選人林永鴻政治獻金專戶,http://sunshine.cy.gov.tw/GipOpenWeb/wSite/public/upload/Collection_Accounting/670/09418068951.doc
林水山,第16屆臺北縣議員擬參選人林水山政治獻金專戶,http://sunshine.cy.gov.tw/GipOpenWeb/wSite/public/upload/Collection_Accounting/655/09418069381.doc
林國雄,第16屆臺北縣議員擬參選人林國雄政治獻金專戶,http://sunshine.cy.gov.tw/GipOpenWeb/wSite/public/upload/Collection_Accounting/656/09418069391.doc
呂國華,第15屆宜蘭縣長擬參選人呂國華政治獻金專戶,http://sunshine.cy.gov.tw/GipOpenWeb/wSite/public/upload/Collection_Accounting/639/09418069401.doc
陳亭妃,第16屆臺南市議員擬參選人陳亭妃政治獻金專戶,http://sunshine.cy.gov.tw/GipOpenWeb/wSite/public/upload/Collection_Accounting/641/09418069411.doc
曾王雅雲,第16屆臺南縣議員擬參選人曾王雅雲政治獻金專戶,http://sunshine.cy.gov.tw/GipOpenWeb/wSite/public/upload/Collection_Accounting/657/09418069421.doc
陳永來,第16屆南投縣議員擬參選人陳永來政治獻金專戶,http://sunshine.cy.gov.tw/GipOpenWeb/wSite/public/upload/Collection_Accounting/642/09418069431.doc
趙惠如,第16屆彰化縣議員擬參選人趙惠如政治獻金專戶,http://sunshine.cy.gov.tw/GipOpenWeb/wSite/public/upload/Collection_Accounting/643/09418069441.doc
陳福財,第16屆高雄縣議員擬參選人陳福財政治獻金專戶,http://sunshine.cy.gov.tw/GipOpenWeb/wSite/public/upload/Collection_Accounting/644/09418069451.doc
陳慧文,第16屆高雄縣議員擬參選人陳慧文政治獻金專戶,http://sunshine.cy.gov.tw/GipOpenWeb/wSite/public/upload/Collection_Accounting/645/09418069461.doc
陳清明,第16屆高雄縣議員擬參選人陳清明政治獻金專戶,http://sunshine.cy.gov.tw/GipOpenWeb/wSite/public/upload/Collection_Accounting/646/09418069471.doc
